time,prices,market_caps,total_volumes
2018-03-02,0.0771859,0.0,375902.0
2018-03-03,0.0770314,0.0,533491.0
2018-03-04,0.0720419,0.0,464974.0
2018-03-05,0.0762071,0.0,426876.0
2018-03-06,0.0822635,0.0,712062.0
2018-03-07,0.069668,0.0,1331310.0
2018-03-08,0.0625745,0.0,577381.0
2018-03-09,0.0559037,0.0,331877.0
2018-03-10,0.0534401,0.0,270439.0
2018-03-11,0.0555592,0.0,347526.0
2018-03-12,0.0581765,0.0,352456.0
2018-03-13,0.05360498985821119,0.0,129472.00025340889
2018-03-14,0.052421189746492486,0.0,174090.51987974218
2018-03-15,0.04868703975739521,0.0,162300.88526176685
2018-03-16,0.044046707754474904,0.0,189853.0159956718
2018-03-17,0.049363780577284654,0.0,549784.5177217675
2018-03-18,0.04488110230182725,20428235.79266405,427392.392817632
2018-03-19,0.04294765656439925,19548202.02809913,509727.6618627241
2018-03-20,0.04339307558487801,19750940.4705662,387675.3113711983
2018-03-21,0.048411151591578175,22048559.569411688,374518.5620744601
2018-03-22,0.050037659290111156,22791343.94713002,407862.4693128547
2018-03-23,0.05106226183457109,23258033.82293934,468775.2806813228
2018-03-24,0.047826764881231075,21784317.327211153,482755.79423687025
2018-03-25,0.046658383248491676,21274723.860750347,665381.9584118781
2018-03-26,0.044766087068749204,20411897.592802554,757164.0083734407
2018-03-27,0.04263810537362626,19441606.301238447,446942.1944286244
2018-03-28,0.04041292085473685,18428383.849154945,597065.0674289064
2018-03-29,0.0423291744798752,19302199.861695033,767477.195802234
2018-03-30,0.034068675282387544,15535393.435004989,590252.6595851227
2018-03-31,0.03562681092077812,16245906.83086967,886811.1724167565
2018-04-01,0.036456250566433916,16624133.196263904,448587.08586438623
2018-04-02,0.03428747016189662,15635164.397819476,519312.05035383586
2018-04-03,0.03450820403887373,15735819.54789061,491041.5649938367
2018-04-04,0.0336004904429094,15321900.083082445,807664.5448632868
2018-04-05,0.030969508423850003,14228701.405885309,586141.8339828169
2018-04-06,0.030934098194552895,14212432.449578775,509592.7870439237
2018-04-07,0.030585585850810493,14052311.145504182,630026.4968354017
2018-04-08,0.03163010655244981,14540368.680440482,525805.6489590458
2018-04-09,0.03546482949036622,16303191.869549463,572617.4536631833
2018-04-10,0.033102099133878495,15217044.074921206,650712.9884995468
2018-04-11,0.03356437034648185,15429550.278479554,534993.7537099351
2018-04-12,0.035731335484766966,16425704.748464633,1064163.1348053894
2018-04-13,0.04510484559145094,20722456.649659473,2282145.355388507
2018-04-14,0.04775376833135297,21939447.54999682,2555020.457630543
2018-04-15,0.04805259339539781,22076736.334700577,932682.7162918454
2018-04-16,0.05915586558261855,27177897.27543688,2310381.1014426737
2018-04-17,0.0705279390774704,32402553.228110727,3631359.4845705256
2018-04-18,0.07405461695321712,34195727.48364858,3797032.1506489967
2018-04-19,0.07362387854568044,33996828.160326585,1483734.3245440174
2018-04-20,0.07680771186972946,35500033.85533325,2084234.5117617997
2018-04-21,0.08013320493481872,37037055.510093294,2343092.7061225697
2018-04-22,0.07978623860137703,36876689.88685051,1327301.4598143848
2018-04-23,0.07710960213583536,35725998.45517474,1543004.905098973
2018-04-24,0.07711046556219164,35726398.49314428,1695825.376755889
2018-04-25,0.078819820193567,36812898.77779333,3039534.6819213866
2018-04-26,0.06294743646451509,29399681.465892244,1680185.303137317
2018-04-27,0.07431753071049857,34702845.419908226,1906992.0011663658
2018-04-28,0.07723861363165364,36066855.87750081,1383287.9369476617
2018-04-29,0.07887093683894018,36829075.22731286,1458740.8014489706
2018-04-30,0.08777996961215143,40989180.98182189,2324560.698457883
2018-05-01,0.08151217979618046,38065638.00213919,2766248.9564954727
2018-05-02,0.08011360588351546,37412513.42110282,3744389.9219129416
2018-05-03,0.0898154641147907,41943215.75667088,3077965.573352594
2018-05-04,0.09980906477225447,46605181.75996824,465013.73746992927
2018-05-05,0.10294058852076596,48067426.03425389,2154134.887950902
2018-05-06,0.1067494169328708,49845933.235415675,2006907.1085678549
2018-05-07,0.09569661068508231,44684898.56074662,1789658.7299265668
2018-05-08,0.08773517019648704,40984903.68725671,1871972.008980056
2018-05-09,0.10324432885472769,48271202.16883793,3009588.0351110655
2018-05-10,0.10277853547752826,47585699.206583805,2736666.5923658703
2018-05-11,0.10527801436461313,48808269.23337319,3056005.320110694
2018-05-12,0.09782726792590174,45414711.713141926,2181177.144399951
2018-05-13,0.08962797302093284,41663941.21994286,1953279.8126685945
2018-05-14,0.10183153347185786,47336868.67373651,1544402.8058384839
2018-05-15,0.12477781940616618,58626585.05978486,7188216.678765675
2018-05-16,0.12075240040358073,57916144.634525925,6782051.442018811
2018-05-17,0.1260563719203611,60460074.03449294,2642690.1706721825
2018-05-18,0.12399837085115147,59869522.582086645,3410225.366571898
2018-05-19,0.12478741564813396,60296787.07961101,2215331.741716773
2018-05-20,0.11771355751811516,56878726.73048239,2656574.473381614
2018-05-21,0.11876748640883257,61017657.91941912,2616264.9732378796
2018-05-22,0.11328866114975394,58220544.719350755,2233580.682744382
2018-05-23,0.10451155661650419,53709874.35041601,1687345.5004419684
2018-05-24,0.08841264550360613,45436430.52233199,1752158.3415795362
2018-05-25,0.09375828126652117,48113001.677410185,1264403.5724114927
2018-05-26,0.09107632390162725,47277175.283070415,1995804.8964623807
2018-05-27,0.0929170718799951,48232696.554649755,1500081.7015196208
2018-05-28,0.09169572895404438,47598704.74297675,1368380.5740664066
2018-05-29,0.08159783395806489,42356947.81578008,1082891.7815077626
2018-05-30,0.08712400123622241,45225548.21444366,1402574.1934929448
