time,prices,market_caps,total_volumes
2019-11-26,0.9995671350499074,0.0,11014986.064353874
2019-11-27,1.0006617678559113,0.0,6073147.525574777
2019-11-28,0.9980080062880554,0.0,9676775.479483528
2019-11-29,0.9999713605522546,0.0,8189550.1734893285
2019-11-30,1.0008509158888046,0.0,9228529.396802438
2019-12-01,0.9996029178715241,0.0,5017757.280683999
2019-12-02,0.9983201038922965,0.0,10522664.545293465
2019-12-03,0.9994846947736798,0.0,6814427.43709902
2019-12-04,0.9984794160641759,0.0,5434725.962630013
2019-12-05,0.9997301509967106,0.0,12990620.563478522
2019-12-06,1.0001419971971937,0.0,8982063.304265825
2019-12-07,1.0000836726233884,0.0,8257404.928684577
2019-12-08,0.9974452980077105,0.0,4500240.647530593
2019-12-09,0.996669839251344,0.0,4056110.2662884714
2019-12-10,1.0003287684718667,0.0,7608262.329656108
2019-12-11,0.9999250969056325,0.0,7306873.820169999
2019-12-12,1.0007986246389915,0.0,5198309.623510905
2019-12-13,1.0012863392876916,0.0,6174866.451803526
2019-12-14,1.0007085046583928,0.0,6904040.435252284
2019-12-15,1.0003567226858547,0.0,7423630.3879408315
2019-12-16,0.9986815783364709,0.0,5620814.33546783
2019-12-17,1.0032130977206852,0.0,7544944.340258756
2019-12-18,1.0004747442992457,0.0,11889747.08923171
2019-12-19,1.0004359443627393,0.0,17817399.76263737
2019-12-20,0.9986374122613418,0.0,8397345.575069908
2019-12-21,1.000861179445199,0.0,6556361.840528821
2019-12-22,1.0003271896306465,0.0,4043288.9103010884
2019-12-23,0.9989718810956436,0.0,7811140.464394596
2019-12-24,1.0006909099743349,0.0,11725198.209123619
2019-12-25,1.0020351400726544,0.0,8263580.103689351
2019-12-26,1.0024261915473023,0.0,4884323.10027204
2019-12-27,1.0013473991257478,0.0,6074151.794747419
2019-12-28,1.0007709913997915,0.0,3963793.788207871
2019-12-29,1.0023231778870318,0.0,3387699.8504962213
2019-12-30,1.0005398586977652,0.0,4404341.995163039
2019-12-31,1.0015667983254883,0.0,4139919.9204337117
2020-01-01,1.0024013720300238,0.0,3144181.739031137
2020-01-02,1.002661473989509,0.0,1937270.2338487294
2020-01-03,1.0016534131943617,0.0,4703723.429931946
2020-01-04,1.0011948426615105,0.0,9374814.517245388
2020-01-05,1.0018293951398987,0.0,5435381.0897907885
2020-01-06,1.0001439993921206,0.0,6431847.350103173
2020-01-07,0.9988836298472605,0.0,9452915.427232305
2020-01-08,0.9975714026055513,0.0,17290641.55227596
