time,prices,market_caps,total_volumes
2020-10-14,1.1838733589946326,0.0,76095809.64229831
2020-10-15,1.1838733589946326,0.0,76095809.64229831
2020-10-16,1.1247825676172798,0.0,25157383.02691552
2020-10-17,0.8178603403509889,0.0,30248557.55041884
2020-10-18,0.80876707573829,0.0,16722844.027381418
2020-10-19,0.8671602594604444,0.0,9335022.17417277
2020-10-20,0.7908298093375647,0.0,8205676.952886833
2020-10-21,0.6766914927977854,0.0,12918716.809547676
2020-10-22,0.7009181972941939,0.0,12198251.794537595
2020-10-23,0.7464007118165821,0.0,10836905.828836193
2020-10-24,0.7290171462057274,0.0,7683688.276508613
2020-10-25,0.7381754572628557,0.0,6682940.351835173
2020-10-26,0.8435465451752299,0.0,21309666.221524023
2020-10-27,0.7786056754874854,0.0,14097950.58233542
2020-10-28,0.761117659457054,0.0,10230792.963756915
2020-10-29,0.7007526394090624,0.0,10642568.785507457
2020-10-30,0.6900742525202638,0.0,8819125.994262757
2020-10-31,0.630716415125067,0.0,11040183.67624694
2020-11-01,0.628082841536203,0.0,6368696.963273847
2020-11-02,0.6341145616863946,0.0,11301499.28784441
2020-11-03,0.6062331084202002,0.0,17967546.222506564
2020-11-04,0.5620491680698492,0.0,6379271.705133689
2020-11-05,0.5330319166459828,0.0,6996812.978420456
2020-11-06,0.6928507248475891,0.0,19169035.4927029
2020-11-07,0.7175534667901879,0.0,15819152.717296226
2020-11-08,0.695745677742161,0.0,19747665.750918087
2020-11-09,0.8151473588606633,0.0,12033607.479106065
2020-11-10,0.9024674990365917,0.0,16705075.968852239
2020-11-11,0.9413519288313482,0.0,22576278.967333477
2020-11-12,0.8615006142048965,0.0,19195239.174221754
2020-11-13,0.7883341719133421,0.0,14963439.07272913
2020-11-14,0.8984439157000946,0.0,22913895.186391026
2020-11-15,0.8707515158173079,0.0,19257396.934388038
2020-11-16,0.8332277720543532,0.0,26602325.135237265
2020-11-17,0.8664303565565092,0.0,29878020.60227782
2020-11-18,0.9303483284292153,0.0,40478046.02502659
2020-11-19,0.8310328830887517,0.0,34834185.403023005
2020-11-20,0.8437453048255209,0.0,11446747.681280816
2020-11-21,0.9381409113799426,0.0,28095061.237451293
2020-11-22,1.1931105678175205,0.0,85227286.17935333
2020-11-23,1.0791613513352254,214628932.756327,53281344.1997513
2020-11-24,1.1720263745587842,231374725.41431978,41912097.64003675
2020-11-25,1.236257728874692,247715664.95558006,50983358.3519749
2020-11-26,1.1075205643603636,223152648.58961877,42363338.56079382
2020-11-27,1.0076121352945775,203224837.6408594,43224751.0777297
2020-11-28,0.99709439650178,202667876.65804324,33171996.107662376
2020-11-29,1.0210661564167025,208875741.56559694,21757031.337974526
2020-11-30,1.0129840784580715,207949242.89533466,19853294.006829653
2020-12-01,1.0738702550748922,222343600.618726,24850099.253747765
2020-12-02,1.07032394317336,222197426.23321077,71847657.43351948
2020-12-03,1.1827769487065563,246955791.15000382,46979585.65472255
2020-12-04,1.1532949652249318,241860488.70564315,15229950.096047375
2020-12-05,1.1059921871819645,232465168.94486883,29730619.197853968
2020-12-06,1.1120270389864544,235780016.84543568,38749345.99966506
2020-12-07,1.033180423681172,219785381.3232041,19141895.156142417
2020-12-08,1.011543349433404,216790353.1300778,14561327.669916851
2020-12-09,0.9325312880461403,201650097.8780381,20417887.754960563
2020-12-10,0.999219587602759,216083369.64059186,30512762.74382265
2020-12-11,0.9558610950333708,209474247.7892912,16640639.339750597
