time,prices,market_caps,total_volumes
2014-05-21 00:00:00.000,2.47372,2079641.0,499432.0
2014-05-22 00:00:00.000,1.40562,1221459.0,242608.0
2014-05-23 00:00:00.000,3.14761,2842647.0,216518.0
2014-05-24 00:00:00.000,3.7,3456658.0,248028.0
2014-05-25 00:00:00.000,3.53134,3326618.0,305774.0
2014-05-26 00:00:00.000,2.770516375179,2946133.0,215916.34695233672
2014-05-27 00:00:00.000,2.0564311725,2199816.0,104615.75358811022
2014-05-28 00:00:00.000,2.34336853,2315318.0,173422.1354070845
2014-05-29 00:00:00.000,1.921884,1742652.0,66382.9451151911
2014-05-30 00:00:00.000,1.739067896259,1667566.0,114859.83433903969
2014-05-31 00:00:00.000,1.91272848,2113585.0,112626.84494981148
2014-06-01 00:00:00.000,1.542789697,1934459.0,140732.8714893366
2014-06-02 00:00:00.000,1.7273363509,1964407.0,48335.721504471236
2014-06-03 00:00:00.000,1.982103872049,2238383.0,91906.01020143938
2014-06-04 00:00:00.000,1.763254075,2136583.0,51748.48861083759
2014-06-05 00:00:00.000,1.842686581,1524539.0,0.0
2014-06-06 00:00:00.000,1.8161704863,1702750.0,0.0
2014-06-07 00:00:00.000,1.309933683,1701813.0,45637.21795146113
2014-06-08 00:00:00.000,1.2576506952449997,1999148.0057023878,32279.377807075412
2014-06-09 00:00:00.000,1.5437364813,2177110.4093835675,51114.015917983
2014-06-10 00:00:00.000,1.648058810372,2156592.8020034,172940.8068467803
2014-06-11 00:00:00.000,1.606587284633,2301138.0034926464,86466.22096077073
2014-06-12 00:00:00.000,1.6850882685,2560617.1816455587,97671.22517104278
2014-06-13 00:00:00.000,1.843542017332,3302740.2161036665,84810.21227394207
2014-06-14 00:00:00.000,2.337002129934,3558035.94412968,271449.91605347267
2014-06-15 00:00:00.000,2.48007591,4554492.19953652,139903.33966462789
2014-06-16 00:00:00.000,3.12435796,4424617.820028159,376118.6450477215
2014-06-17 00:00:00.000,2.9872309791660006,4181118.5494707725,261551.02009706313
2014-06-18 00:00:00.000,2.7793042095000007,4625276.8822536245,190219.48430618984
2014-06-19 00:00:00.000,3.024640273930093,6772711.379654566,268268.9388647173
2014-06-20 00:00:00.000,4.363278467146821,7894346.298076739,592125.8870580576
2014-06-21 00:00:00.000,5.007225271536333,6707708.796993012,764332.8481943347
2014-06-22 00:00:00.000,4.200782575009276,6229797.742980695,495630.66451903904
2014-06-23 00:00:00.000,3.841473189889442,5333818.817563082,432965.63677877444
2014-06-24 00:00:00.000,3.240931928737836,5417683.537657916,423778.18380496505
2014-06-25 00:00:00.000,3.249689160686611,4917919.221613058,248355.8863616942
2014-06-26 00:00:00.000,2.907025222382841,3744334.6081743506,114659.24491851294
2014-06-27 00:00:00.000,2.184047036911034,4422977.528572151,224994.6606743216
2014-06-28 00:00:00.000,2.546134914504092,4451326.117541864,189069.26836522503
2014-06-29 00:00:00.000,2.528477291973632,4390650.29661473,138289.44544177342
2014-06-30 00:00:00.000,2.461680173971128,4276642.696524009,117781.02955568414
2014-07-01 00:00:00.000,2.36677816035778,4198249.865673584,97727.93603218862
2014-07-02 00:00:00.000,2.295130199433514,4860953.340448636,98121.86443694514
2014-07-03 00:00:00.000,2.624550358779443,4933101.035589611,171580.97927572945
2014-07-04 00:00:00.000,2.630907239401048,4657235.341724672,146101.12256593484
2014-07-05 00:00:00.000,2.453088613663952,4572962.51107903,68590.02033573655
2014-07-06 00:00:00.000,2.380889475465407,3806139.5177478753,77371.36522919516
2014-07-07 00:00:00.000,1.959195821160637,4476662.360329191,103255.95922656117
2014-07-08 00:00:00.000,2.278167212034226,3924829.474860808,98714.72285724552
2014-07-09 00:00:00.000,1.993598606838573,3712852.4620886166,67186.84209442629
2014-07-10 00:00:00.000,1.885925883717416,3523146.566481732,86166.4049807711
2014-07-11 00:00:00.000,1.789565669442282,3387070.6094327806,115935.12366192696
2014-07-12 00:00:00.000,1.720446529328141,3472277.933358902,60543.192690370735
2014-07-13 00:00:00.000,1.763727187343884,3869149.346105031,114597.9625915218
2014-07-14 00:00:00.000,1.965316148243338,4138047.142861884,96127.41667173718
2014-07-15 00:00:00.000,2.101901514927437,5417595.683999857,127487.85373834241
2014-07-16 00:00:00.000,2.751842157020036,6010515.237948819,358842.7599908516
2014-07-17 00:00:00.000,3.053012845910136,5685053.161000994,728093.059649341
2014-07-18 00:00:00.000,2.595511729229706,6352880.471669893,310199.06213012955
2014-07-19 00:00:00.000,2.871306494648636,5847250.8677916145,156428.4369244144
2014-07-20 00:00:00.000,2.616289863616748,6968219.988606445,111655.47332186543
2014-07-21 00:00:00.000,3.087791903490249,7265969.188685095,256387.74298272355
2014-07-22 00:00:00.000,3.187961156676317,6789020.816753093,263701.96894634806
2014-07-23 00:00:00.000,2.948799381815182,5515751.302026174,271655.3939012032
2014-07-24 00:00:00.000,2.373928349419693,5790491.354278227,272453.515738127
2014-07-25 00:00:00.000,2.476452752212464,6189461.7170661455,261348.2014395527
2014-07-26 00:00:00.000,2.613561177879557,6093103.261113661,122755.10363826474
2014-07-27 00:00:00.000,2.549298258705106,6472480.54478885,111765.67646348511
2014-07-28 00:00:00.000,2.683307247703625,6336173.336093817,147195.1615983285
2014-07-29 00:00:00.000,2.60291667242221,6158380.902711347,260906.47990910697
2014-07-30 00:00:00.000,2.507840447486775,6337022.643464735,78804.15376528256
2014-07-31 00:00:00.000,2.556819179611663,6599599.529990674,107632.85615291547
2014-08-01 00:00:00.000,2.639755339825395,6294217.38969613,146416.33486524693
