time,prices,market_caps,total_volumes
2017-01-15 00:00:00.000,0.0751393,3454097.0,25736.0
2017-01-16 00:00:00.000,0.0826719,3802881.0,21688.0
2017-01-17 00:00:00.000,0.0931084,4285762.0,50306.0
2017-01-18 00:00:00.000,0.119138,5487539.0,79605.0
2017-01-19 00:00:00.000,0.139303,6420578.0,118741.0
2017-01-20 00:00:00.000,0.11829,5455635.0,99363.0
2017-01-21 00:00:00.000,0.0938488,4331176.0,93034.0
2017-01-22 00:00:00.000,0.0910969,4206908.0,102307.0
2017-01-23 00:00:00.000,0.089581,4139594.0,62019.0
2017-01-24 00:00:00.000,0.0990372,4579535.0,50186.0
2017-01-25 00:00:00.000,0.113921,5271176.0,40784.0
2017-01-26 00:00:00.000,0.10184,4715229.0,79837.0
2017-01-27 00:00:00.000,0.102332,4741116.0,22021.0
2017-01-28 00:00:00.000,0.105978,4913345.0,14962.0
2017-01-29 00:00:00.000,0.108203,5019733.0,14274.0
2017-01-30 00:00:00.000,0.116959,5429395.0,18691.0
2017-01-31 00:00:00.000,0.114724,5329057.0,41484.0
2017-02-01 00:00:00.000,0.118306,5498926.0,15009.0
2017-02-02 00:00:00.000,0.120124,5587041.0,20576.0
2017-02-03 00:00:00.000,0.121511,5655206.0,19533.0
2017-02-04 00:00:00.000,0.123411,5747296.0,19297.0
2017-02-05 00:00:00.000,0.10887,5073313.0,29138.0
2017-02-06 00:00:00.000,0.112523,5246849.0,28851.0
2017-02-07 00:00:00.000,0.107803,5029960.0,23560.0
2017-02-08 00:00:00.000,0.119028,5557185.0,24159.0
2017-02-09 00:00:00.000,0.111675,5217291.0,20313.0
2017-02-10 00:00:00.000,0.10148,4743978.0,19364.0
2017-02-11 00:00:00.000,0.105469,4933580.0,8460.0
2017-02-12 00:00:00.000,0.107576,5035278.0,12473.0
2017-02-13 00:00:00.000,0.0893674,4185608.0,30757.0
2017-02-14 00:00:00.000,0.0878511,4117173.0,30081.0
2017-02-15 00:00:00.000,0.0909422,4264734.0,17111.0
2017-02-16 00:00:00.000,0.0995917,4673306.0,23664.0
2017-02-17 00:00:00.000,0.0977372,4589154.0,25614.0
2017-02-18 00:00:00.000,0.102242,4803649.0,17269.0
2017-02-19 00:00:00.000,0.101026,4749439.0,12747.0
2017-02-20 00:00:00.000,0.097453,4584375.0,14033.0
2017-02-21 00:00:00.000,0.0979506,4610621.0,5049.0
2017-02-22 00:00:00.000,0.0941771,4435742.0,23185.0
2017-02-23 00:00:00.000,0.096436,4544926.0,28525.0
2017-02-24 00:00:00.000,0.088325,4165240.0,31176.0
2017-02-25 00:00:00.000,0.0790969,3732305.0,38305.0
2017-02-26 00:00:00.000,0.0897666,4238359.0,32025.0
2017-02-27 00:00:00.000,0.0879337,4154321.0,12482.0
2017-02-28 00:00:00.000,0.0857077,4051647.0,8937.0
